Hours Studied,Previous Scores,Extracurricular Activities,Sleep Hours,Sample Question Papers Practiced,extra_yn,study_efficiency,practice_ratio,study_sleep_ratio,conditioned_study,focus_index,growth_potential,effort_result_ratio,learning_engagement,balance_score,prediction
3,94,Yes,5,4,1,31.333333333333332,1.3333333333333333,0.6,6.931471805599453,1.5,0.031914893617021274,13.428571428571429,6.5,2.5,59.523808
7,71,Yes,8,8,1,10.142857142857142,1.1428571428571428,0.875,16.635532333438686,3.5,0.09859154929577464,4.733333333333333,14.5,2.0,66.755135
8,79,Yes,6,0,1,9.875,0.0,1.3333333333333333,13.183347464017316,4.0,0.10126582278481013,9.875,7.5,1.3333333333333333,60.585995
9,47,No,8,8,0,5.222222222222222,0.8888888888888888,1.125,18.420680743952367,9.0,0.19148936170212766,2.764705882352941,17.0,0.8,74.78347
6,74,No,7,6,0,12.333333333333334,1.0,0.8571428571428571,13.621371043387192,6.0,0.08108108108108109,6.166666666666667,12.0,1.0,58.626072
8,60,Yes,7,1,1,7.5,0.125,1.1428571428571428,15.380572041353537,4.0,0.13333333333333333,6.666666666666667,8.5,1.5555555555555556,60.252346
1,86,Yes,6,1,1,86.0,1.0,0.16666666666666666,4.1588830833596715,0.5,0.011627906976744186,43.0,1.5,6.0,78.97691
3,73,No,9,9,0,24.333333333333332,3.0,0.3333333333333333,12.476649250079015,3.0,0.0410958904109589,6.083333333333333,12.0,2.25,49.108833
6,55,No,4,6,0,9.166666666666666,1.0,1.5,7.783640596221253,6.0,0.10909090909090909,4.583333333333333,12.0,0.5714285714285714,47.923203
9,43,No,7,9,0,4.777777777777778,1.0,1.2857142857142858,16.11809565095832,9.0,0.20930232558139536,2.388888888888889,18.0,0.7,72.64743
9,73,Yes,6,5,1,8.11111111111111,0.5555555555555556,1.5,13.815510557964275,4.5,0.1232876712328767,5.214285714285714,13.5,1.2,67.13904
9,85,No,8,7,0,9.444444444444445,0.7777777777777778,1.125,18.420680743952367,9.0,0.10588235294117647,5.3125,16.0,0.8,78.44032
8,50,Yes,5,6,1,6.25,0.75,1.6,10.986122886681098,4.0,0.16,3.5714285714285716,13.5,1.1111111111111112,61.180103
2,52,No,8,4,0,26.0,2.0,0.25,8.788898309344876,2.0,0.038461538461538464,8.666666666666666,6.0,2.6666666666666665,34.23449
2,64,No,5,4,0,32.0,2.0,0.4,5.493061443340547,2.0,0.03125,10.666666666666666,6.0,1.6666666666666667,38.95506
6,57,No,7,5,0,9.5,0.8333333333333334,0.8571428571428571,13.621371043387192,6.0,0.10526315789473684,5.181818181818182,11.0,1.0,54.64085
2,89,Yes,4,0,1,44.5,0.0,0.5,4.394449154672438,1.0,0.02247191011235955,44.5,1.5,2.6666666666666665,65.716805
9,69,No,9,9,0,7.666666666666667,1.0,1.0,20.723265836946414,9.0,0.13043478260869565,3.8333333333333335,18.0,0.9,81.23976
7,85,Yes,9,7,1,12.142857142857142,1.0,0.7777777777777778,18.71497387511852,3.5,0.08235294117647059,6.071428571428571,13.5,2.25,69.12384
9,93,Yes,4,4,1,10.333333333333334,0.4444444444444444,2.25,9.210340371976184,4.5,0.0967741935483871,7.153846153846154,12.5,0.8,65.53041
6,48,Yes,8,1,1,8.0,0.16666666666666666,0.75,15.567281192442506,3.0,0.125,6.857142857142857,6.5,2.2857142857142856,53.003784
9,89,No,7,6,0,9.88888888888889,0.6666666666666666,1.2857142857142858,16.11809565095832,9.0,0.10112359550561797,5.933333333333334,15.0,0.7,75.20196
8,80,No,5,1,0,10.0,0.125,1.6,10.986122886681098,8.0,0.1,8.88888888888889,9.0,0.5555555555555556,59.010456
8,92,Yes,5,5,1,11.5,0.625,1.6,10.986122886681098,4.0,0.08695652173913043,7.076923076923077,12.5,1.1111111111111112,66.036026
3,64,No,9,9,0,21.333333333333332,3.0,0.3333333333333333,12.476649250079015,3.0,0.046875,5.333333333333333,12.0,2.25,45.767174
8,79,No,8,5,0,9.875,0.625,1.0,17.577796618689757,8.0,0.10126582278481013,6.076923076923077,13.0,0.8888888888888888,70.693275
2,42,No,6,1,0,21.0,0.5,0.3333333333333333,6.591673732008657,2.0,0.047619047619047616,14.0,3.0,2.0,28.77544
3,43,Yes,6,7,1,14.333333333333334,2.3333333333333335,0.5,8.317766166719343,1.5,0.06976744186046512,4.3,9.5,3.0,39.66342
5,71,No,4,4,0,14.2,0.8,1.25,7.16703787691222,5.0,0.07042253521126761,7.888888888888889,9.0,0.6666666666666666,45.283115
7,73,Yes,5,9,1,10.428571428571429,1.2857142857142858,1.4,10.39720770839918,3.5,0.0958904109589041,4.5625,15.5,1.25,64.80615
6,66,No,5,8,0,11.0,1.3333333333333333,1.2,9.729550745276565,6.0,0.09090909090909091,4.714285714285714,14.0,0.7142857142857143,54.015575
9,93,Yes,4,4,1,10.333333333333334,0.4444444444444444,2.25,9.210340371976184,4.5,0.0967741935483871,7.153846153846154,12.5,0.8,65.53041
2,78,Yes,5,3,1,39.0,1.5,0.4,5.493061443340547,1.0,0.02564102564102564,15.6,4.5,3.3333333333333335,54.931236
5,77,Yes,4,5,1,15.4,1.0,1.25,7.16703787691222,2.5,0.06493506493506493,7.7,9.5,1.3333333333333333,57.05795
6,57,No,8,4,0,9.5,0.6666666666666666,0.75,15.567281192442506,6.0,0.10526315789473684,5.7,10.0,1.1428571428571428,56.20351
1,75,No,7,6,0,75.0,6.0,0.14285714285714285,4.852030263919617,1.0,0.013333333333333334,10.714285714285714,7.0,3.5,58.188892
9,60,Yes,9,7,1,6.666666666666667,0.7777777777777778,1.0,20.723265836946414,4.5,0.15,3.75,15.5,1.8,72.1791
2,69,No,9,0,0,34.5,0.0,0.2222222222222222,9.887510598012986,2.0,0.028985507246376812,34.5,2.0,3.0,46.24865
6,73,Yes,9,6,1,12.166666666666666,1.0,0.6666666666666666,17.51319134149782,3.0,0.0821917808219178,6.083333333333333,11.5,2.5714285714285716,62.513737
8,47,No,5,8,0,5.875,1.0,1.6,10.986122886681098,8.0,0.1702127659574468,2.9375,16.0,0.5555555555555556,61.359463
5,67,No,8,9,0,13.4,1.8,0.625,14.33407575382444,5.0,0.07462686567164178,4.785714285714286,14.0,1.3333333333333333,56.69665
7,55,No,5,3,0,7.857142857142857,0.42857142857142855,1.4,10.39720770839918,7.0,0.12727272727272726,5.5,10.0,0.625,52.616264
1,87,No,8,2,0,87.0,2.0,0.125,5.545177444479562,1.0,0.011494252873563218,29.0,3.0,4.0,80.20083
8,75,No,7,6,0,9.375,0.75,1.1428571428571428,15.380572041353537,8.0,0.10666666666666667,5.357142857142857,14.0,0.7777777777777778,68.51025
5,52,Yes,5,1,1,10.4,0.2,1.0,8.958797346140274,2.5,0.09615384615384616,8.666666666666666,5.5,1.6666666666666667,48.947742
7,75,No,6,7,0,10.714285714285714,1.0,1.1666666666666667,12.476649250079014,7.0,0.09333333333333334,5.357142857142857,14.0,0.75,62.01125
8,64,No,6,8,0,8.0,1.0,1.3333333333333333,13.183347464017316,8.0,0.125,4.0,16.0,0.6666666666666666,66.34452
7,92,No,8,3,0,13.142857142857142,0.42857142857142855,0.875,16.635532333438686,7.0,0.07608695652173914,9.2,10.0,1.0,66.07477
3,56,Yes,4,8,1,18.666666666666668,2.6666666666666665,0.75,5.545177444479562,1.5,0.05357142857142857,5.090909090909091,10.5,2.0,47.585705
3,97,Yes,7,2,1,32.333333333333336,0.6666666666666666,0.42857142857142855,9.704060527839234,1.5,0.030927835051546393,19.4,4.5,3.5,57.364132
1,69,Yes,8,6,1,69.0,6.0,0.125,5.545177444479562,0.5,0.014492753623188406,9.857142857142858,6.5,8.0,34.106968
5,97,No,7,2,0,19.4,0.4,0.7142857142857143,12.542316284596385,5.0,0.05154639175257732,13.857142857142858,7.0,1.1666666666666667,56.28465
5,82,No,8,3,0,16.4,0.6,0.625,14.33407575382444,5.0,0.06097560975609756,10.25,8.0,1.3333333333333333,55.844418
8,76,No,6,0,0,9.5,0.0,1.3333333333333333,13.183347464017316,8.0,0.10526315789473684,9.5,8.0,0.6666666666666666,60.0796
4,42,Yes,7,2,1,10.5,0.5,0.5714285714285714,11.266065387038703,2.0,0.09523809523809523,7.0,5.5,2.8,43.067387
5,76,No,9,3,0,15.2,0.6,0.5555555555555556,16.125835223052494,5.0,0.06578947368421052,9.5,8.0,1.5,56.71017
5,57,Yes,4,5,1,11.4,1.0,1.25,7.16703787691222,2.5,0.08771929824561403,5.7,9.5,1.3333333333333333,52.602398
7,72,Yes,8,6,1,10.285714285714286,0.8571428571428571,0.875,16.635532333438686,3.5,0.09722222222222222,5.538461538461538,12.5,2.0,65.06985
6,54,Yes,5,6,1,9.0,1.0,1.2,9.729550745276565,3.0,0.1111111111111111,4.5,11.5,1.4285714285714286,56.095394
3,94,No,9,4,0,31.333333333333332,1.3333333333333333,0.3333333333333333,12.476649250079015,3.0,0.031914893617021274,13.428571428571429,7.0,2.25,56.015446
8,71,Yes,5,9,1,8.875,1.125,1.6,10.986122886681098,4.0,0.11267605633802817,4.176470588235294,16.5,1.1111111111111112,67.07997
8,58,Yes,9,1,1,7.25,0.125,0.8888888888888888,19.775021196025975,4.0,0.13793103448275862,6.444444444444445,8.5,2.0,62.613644
1,95,Yes,8,1,1,95.0,1.0,0.125,5.545177444479562,0.5,0.010526315789473684,47.5,1.5,8.0,75.19911
3,59,No,7,7,0,19.666666666666668,2.3333333333333335,0.42857142857142855,9.704060527839234,3.0,0.05084745762711865,5.9,10.0,1.75,40.62994
9,92,No,7,6,0,10.222222222222221,0.6666666666666666,1.2857142857142858,16.11809565095832,9.0,0.09782608695652174,6.133333333333334,15.0,0.7,75.57325
5,50,No,9,7,0,10.0,1.4,0.5555555555555556,16.125835223052494,5.0,0.1,4.166666666666667,12.0,1.5,53.713882
8,95,Yes,4,6,1,11.875,0.75,2.0,8.788898309344878,4.0,0.08421052631578947,6.785714285714286,13.5,0.8888888888888888,66.12584
2,50,No,6,2,0,25.0,1.0,0.3333333333333333,6.591673732008657,2.0,0.04,12.5,4.0,2.0,32.75803
9,83,Yes,6,3,1,9.222222222222221,0.3333333333333333,1.5,13.815510557964275,4.5,0.10843373493975904,6.916666666666667,11.5,1.2,66.28424
9,55,Yes,6,1,1,6.111111111111111,0.1111111111111111,1.5,13.815510557964275,4.5,0.16363636363636364,5.5,9.5,1.2,60.726368
2,94,Yes,5,0,1,47.0,0.0,0.4,5.493061443340547,1.0,0.02127659574468085,47.0,1.5,3.3333333333333335,65.26124
1,66,Yes,8,0,1,66.0,0.0,0.125,5.545177444479562,0.5,0.015151515151515152,66.0,0.5,8.0,45.32259
9,55,Yes,7,4,1,6.111111111111111,0.4444444444444444,1.2857142857142858,16.11809565095832,4.5,0.16363636363636364,4.230769230769231,12.5,1.4,65.38387
6,98,Yes,6,4,1,16.333333333333332,0.6666666666666666,1.0,11.675460894331879,3.0,0.061224489795918366,9.8,9.5,1.7142857142857142,63.32825
6,98,No,7,7,0,16.333333333333332,1.1666666666666667,0.8571428571428571,13.621371043387192,6.0,0.061224489795918366,7.538461538461538,13.0,1.0,63.910824
2,99,No,4,9,0,49.5,4.5,0.5,4.394449154672438,2.0,0.020202020202020204,9.0,11.0,1.3333333333333333,55.42899
7,91,No,7,0,0,13.0,0.0,1.0,14.55609079175885,7.0,0.07692307692307693,13.0,7.0,0.875,60.6254
2,85,No,8,6,0,42.5,3.0,0.25,8.788898309344876,2.0,0.023529411764705882,10.625,8.0,2.6666666666666665,51.6677
6,73,No,9,3,0,12.166666666666666,0.5,0.6666666666666666,17.51319134149782,6.0,0.0821917808219178,8.11111111111111,9.0,1.2857142857142858,60.73653
9,53,Yes,6,9,1,5.888888888888889,1.0,1.5,13.815510557964275,4.5,0.16981132075471697,2.9444444444444446,17.5,1.2,68.84865
1,59,Yes,5,4,1,59.0,4.0,0.2,3.4657359027997265,0.5,0.01694915254237288,11.8,4.5,5.0,48.52472
3,80,No,4,1,0,26.666666666666668,0.3333333333333333,0.75,5.545177444479562,3.0,0.0375,20.0,4.0,1.0,42.971706
2,77,No,7,8,0,38.5,4.0,0.2857142857142857,7.690286020676767,2.0,0.025974025974025976,7.7,10.0,2.3333333333333335,45.611958
8,42,Yes,6,8,1,5.25,1.0,1.3333333333333333,13.183347464017316,4.0,0.19047619047619047,2.625,15.5,1.3333333333333333,63.370052
3,80,No,4,2,0,26.666666666666668,0.6666666666666666,0.75,5.545177444479562,3.0,0.0375,16.0,5.0,1.0,43.149815
5,93,Yes,8,6,1,18.6,1.2,0.625,14.33407575382444,2.5,0.053763440860215055,8.454545454545455,10.5,2.6666666666666665,62.34199
1,74,Yes,7,0,1,74.0,0.0,0.14285714285714285,4.852030263919617,0.5,0.013513513513513514,74.0,0.5,7.0,61.135082
6,68,No,5,5,0,11.333333333333334,0.8333333333333334,1.2,9.729550745276565,6.0,0.08823529411764706,6.181818181818182,11.0,0.7142857142857143,51.899273
5,56,Yes,4,2,1,11.2,0.4,1.25,7.16703787691222,2.5,0.08928571428571429,8.0,6.5,1.3333333333333333,50.282665
5,54,No,6,3,0,10.8,0.6,0.8333333333333334,10.75055681536833,5.0,0.09259259259259259,6.75,8.0,1.0,45.201786
9,60,No,5,4,0,6.666666666666667,0.4444444444444444,1.8,11.51292546497023,9.0,0.15,4.615384615384615,13.0,0.5,64.14588
2,90,No,9,0,0,45.0,0.0,0.2222222222222222,9.887510598012986,2.0,0.022222222222222223,45.0,2.0,3.0,57.94447
2,67,Yes,6,9,1,33.5,4.5,0.3333333333333333,6.591673732008657,1.0,0.029850746268656716,6.090909090909091,10.5,4.0,42.726784
3,60,Yes,5,1,1,20.0,0.3333333333333333,0.6,6.931471805599453,1.5,0.05,15.0,3.5,2.5,46.365406
9,99,No,8,0,0,11.0,0.0,1.125,18.420680743952367,9.0,0.09090909090909091,11.0,9.0,0.8,72.84945
4,91,No,9,9,0,22.75,2.25,0.4444444444444444,14.484941211906902,4.0,0.04395604395604396,7.0,13.0,1.8,59.686024
4,78,Yes,7,3,1,19.5,0.75,0.5714285714285714,11.266065387038703,2.0,0.05128205128205128,11.142857142857142,6.5,2.8,53.596027
6,81,Yes,4,7,1,13.5,1.1666666666666667,1.5,7.783640596221253,3.0,0.07407407407407407,6.230769230769231,12.5,1.1428571428571428,61.21433
5,75,No,7,6,0,15.0,1.2,0.7142857142857143,12.542316284596385,5.0,0.06666666666666667,6.818181818181818,11.0,1.1666666666666667,54.17949
3,65,No,5,0,0,21.666666666666668,0.0,0.6,6.931471805599453,3.0,0.046153846153846156,21.666666666666668,3.0,1.25,38.686394
9,65,No,5,1,0,7.222222222222222,0.1111111111111111,1.8,11.51292546497023,9.0,0.13846153846153847,6.5,10.0,0.5,61.62602
3,63,Yes,4,9,1,21.0,3.0,0.75,5.545177444479562,1.5,0.047619047619047616,5.25,11.5,2.0,50.362926
3,51,Yes,4,1,1,17.0,0.3333333333333333,0.75,5.545177444479562,1.5,0.058823529411764705,12.75,3.5,2.0,44.482418
2,47,No,9,1,0,23.5,0.5,0.2222222222222222,9.887510598012986,2.0,0.0425531914893617,15.666666666666666,3.0,3.0,33.52292
7,93,Yes,6,1,1,13.285714285714286,0.14285714285714285,1.1666666666666667,12.476649250079014,3.5,0.07526881720430108,11.625,7.5,1.5,61.674145
4,48,No,7,4,0,12.0,1.0,0.5714285714285714,11.266065387038703,4.0,0.08333333333333333,6.0,8.0,1.4,41.357544
3,87,Yes,8,3,1,29.0,1.0,0.375,11.090354888959125,1.5,0.034482758620689655,14.5,5.5,4.0,52.370644
2,63,No,4,3,0,31.5,1.5,0.5,4.394449154672438,2.0,0.031746031746031744,12.6,5.0,1.3333333333333333,38.216816
9,55,Yes,6,3,1,6.111111111111111,0.3333333333333333,1.5,13.815510557964275,4.5,0.16363636363636364,4.583333333333333,11.5,1.2,62.81882
7,49,Yes,6,5,1,7.0,0.7142857142857143,1.1666666666666667,12.476649250079014,3.5,0.14285714285714285,4.083333333333333,11.5,1.5,58.361416
2,44,No,9,5,0,22.0,2.5,0.2222222222222222,9.887510598012986,2.0,0.045454545454545456,6.285714285714286,7.0,3.0,29.960228
7,54,Yes,5,3,1,7.714285714285714,0.42857142857142855,1.4,10.39720770839918,3.5,0.12962962962962962,5.4,9.5,1.25,56.24947
8,59,Yes,5,7,1,7.375,0.875,1.6,10.986122886681098,4.0,0.13559322033898305,3.933333333333333,14.5,1.1111111111111112,63.42519
2,41,Yes,8,3,1,20.5,1.5,0.25,8.788898309344876,1.0,0.04878048780487805,8.2,4.5,5.333333333333333,24.603428
6,55,Yes,9,2,1,9.166666666666666,0.3333333333333333,0.6666666666666666,17.51319134149782,3.0,0.10909090909090909,6.875,7.5,2.5714285714285716,55.855274
9,73,No,6,1,0,8.11111111111111,0.1111111111111111,1.5,13.815510557964275,9.0,0.1232876712328767,7.3,10.0,0.6,65.30336
6,63,Yes,4,8,1,10.5,1.3333333333333333,1.5,7.783640596221253,3.0,0.09523809523809523,4.5,13.5,1.1428571428571428,58.701847
1,67,Yes,4,7,1,67.0,7.0,0.25,2.772588722239781,0.5,0.014925373134328358,8.375,7.5,4.0,57.05856
6,76,Yes,4,6,1,12.666666666666666,1.0,1.5,7.783640596221253,3.0,0.07894736842105263,6.333333333333333,11.5,1.1428571428571428,59.456898
2,88,Yes,4,8,1,44.0,4.0,0.5,4.394449154672438,1.0,0.022727272727272728,8.8,9.5,2.6666666666666665,61.376156
3,75,Yes,6,1,1,25.0,0.3333333333333333,0.5,8.317766166719343,1.5,0.04,18.75,3.5,3.0,50.47618
6,68,Yes,6,4,1,11.333333333333334,0.6666666666666666,1.0,11.675460894331879,3.0,0.08823529411764706,6.8,9.5,1.7142857142857142,57.75881
9,87,No,4,1,0,9.666666666666666,0.1111111111111111,2.25,9.210340371976184,9.0,0.10344827586206896,8.7,10.0,0.4,61.661648
3,70,Yes,5,2,1,23.333333333333332,0.6666666666666666,0.6,6.931471805599453,1.5,0.04285714285714286,14.0,4.5,2.5,50.256474
3,46,Yes,4,6,1,15.333333333333334,2.0,0.75,5.545177444479562,1.5,0.06521739130434782,5.111111111111111,8.5,2.0,43.51652
8,81,No,7,9,0,10.125,1.125,1.1428571428571428,15.380572041353537,8.0,0.09876543209876543,4.764705882352941,17.0,0.7777777777777778,72.32158
7,49,Yes,6,4,1,7.0,0.5714285714285714,1.1666666666666667,12.476649250079014,3.5,0.14285714285714285,4.454545454545454,10.5,1.5,57.43919
6,73,No,7,4,0,12.166666666666666,0.6666666666666666,0.8571428571428571,13.621371043387192,6.0,0.0821917808219178,7.3,10.0,1.0,56.782032
7,48,Yes,9,8,1,6.857142857142857,1.1428571428571428,0.7777777777777778,18.71497387511852,3.5,0.14583333333333334,3.2,14.5,2.25,64.15837
1,76,Yes,7,1,1,76.0,1.0,0.14285714285714285,4.852030263919617,0.5,0.013157894736842105,38.0,1.5,7.0,60.936657
9,92,Yes,5,3,1,10.222222222222221,0.3333333333333333,1.8,11.51292546497023,4.5,0.09782608695652174,7.666666666666667,11.5,1.0,65.87929
7,42,Yes,5,3,1,6.0,0.42857142857142855,1.4,10.39720770839918,3.5,0.16666666666666666,4.2,9.5,1.25,54.33995
6,53,Yes,5,7,1,8.833333333333334,1.1666666666666667,1.2,9.729550745276565,3.0,0.11320754716981132,4.076923076923077,12.5,1.4285714285714286,56.73895
7,89,Yes,9,2,1,12.714285714285714,0.2857142857142857,0.7777777777777778,18.71497387511852,3.5,0.07865168539325842,9.88888888888889,8.5,2.25,65.14929
1,97,No,5,4,0,97.0,4.0,0.2,3.4657359027997265,1.0,0.010309278350515464,19.4,5.0,2.5,89.66596
2,67,No,8,7,0,33.5,3.5,0.25,8.788898309344876,2.0,0.029850746268656716,7.444444444444445,9.0,2.6666666666666665,41.169754
1,48,No,7,2,0,48.0,2.0,0.14285714285714285,4.852030263919617,1.0,0.020833333333333332,16.0,3.0,3.5,37.818798
4,90,Yes,4,8,1,22.5,2.0,1.0,6.437751649736401,2.0,0.044444444444444446,7.5,11.5,1.6,60.712337
6,73,Yes,8,1,1,12.166666666666666,0.16666666666666666,0.75,15.567281192442506,3.0,0.0821917808219178,10.428571428571429,6.5,2.2857142857142856,57.644985
1,58,Yes,6,3,1,58.0,3.0,0.16666666666666666,4.1588830833596715,0.5,0.017241379310344827,14.5,3.5,6.0,42.935642
3,57,No,7,6,0,19.0,2.0,0.42857142857142855,9.704060527839234,3.0,0.05263157894736842,6.333333333333333,9.0,1.75,39.70924
1,63,No,9,1,0,63.0,1.0,0.1111111111111111,6.238324625039508,1.0,0.015873015873015872,31.5,2.0,4.5,54.8342
7,47,No,7,1,0,6.714285714285714,0.14285714285714285,1.0,14.55609079175885,7.0,0.14893617021276595,5.875,8.0,0.875,54.54604
7,67,No,9,1,0,9.571428571428571,0.14285714285714285,0.7777777777777778,18.71497387511852,7.0,0.1044776119402985,8.375,8.0,1.125,62.77579
8,45,Yes,7,5,1,5.625,0.625,1.1428571428571428,15.380572041353537,4.0,0.17777777777777778,3.4615384615384617,12.5,1.5555555555555556,62.131695
4,88,No,9,0,0,22.0,0.0,0.4444444444444444,14.484941211906902,4.0,0.045454545454545456,22.0,4.0,1.8,54.317684
7,44,No,5,4,0,6.285714285714286,0.5714285714285714,1.4,10.39720770839918,7.0,0.1590909090909091,4.0,11.0,0.625,51.788086
7,54,No,5,9,0,7.714285714285714,1.2857142857142858,1.4,10.39720770839918,7.0,0.12962962962962962,3.375,16.0,0.625,57.9904
3,54,No,8,3,0,18.0,1.0,0.375,11.090354888959125,3.0,0.05555555555555555,9.0,6.0,2.0,39.52326
3,67,No,7,9,0,22.333333333333332,3.0,0.42857142857142855,9.704060527839234,3.0,0.04477611940298507,5.583333333333333,12.0,1.75,43.956554
3,62,No,4,4,0,20.666666666666668,1.3333333333333333,0.75,5.545177444479562,3.0,0.04838709677419355,8.857142857142858,7.0,1.0,36.822727
4,48,No,7,0,0,12.0,0.0,0.5714285714285714,11.266065387038703,4.0,0.08333333333333333,12.0,4.0,1.4,39.342903
8,69,No,4,6,0,8.625,0.75,2.0,8.788898309344878,8.0,0.11594202898550725,4.928571428571429,14.0,0.4444444444444444,59.820652
9,55,Yes,4,2,1,6.111111111111111,0.2222222222222222,2.25,9.210340371976184,4.5,0.16363636363636364,5.0,10.5,0.8,58.734882
3,40,No,7,6,0,13.333333333333334,2.0,0.42857142857142855,9.704060527839234,3.0,0.075,4.444444444444445,9.0,1.75,33.397213
9,98,Yes,9,1,1,10.88888888888889,0.1111111111111111,1.0,20.723265836946414,4.5,0.09183673469387756,9.8,9.5,1.8,70.60482
9,57,No,5,0,0,6.333333333333333,0.0,1.8,11.51292546497023,9.0,0.15789473684210525,6.333333333333333,9.0,0.5,59.589672
9,97,Yes,9,1,1,10.777777777777779,0.1111111111111111,1.0,20.723265836946414,4.5,0.09278350515463918,9.7,9.5,1.8,70.48106
7,88,No,8,2,0,12.571428571428571,0.2857142857142857,0.875,16.635532333438686,7.0,0.07954545454545454,9.777777777777779,9.0,1.0,64.51603
2,84,Yes,8,6,1,42.0,3.0,0.25,8.788898309344876,1.0,0.023809523809523808,10.5,7.5,5.333333333333333,47.133106
4,60,Yes,4,8,1,15.0,2.0,1.0,6.437751649736401,2.0,0.06666666666666667,5.0,11.5,1.6,52.35818
8,85,No,5,8,0,10.625,1.0,1.6,10.986122886681098,8.0,0.09411764705882353,5.3125,16.0,0.5555555555555556,66.65043
2,85,No,7,7,0,42.5,3.5,0.2857142857142857,7.690286020676767,2.0,0.023529411764705882,9.444444444444445,9.0,2.3333333333333335,50.540478
7,64,Yes,4,7,1,9.142857142857142,1.0,1.75,8.317766166719343,3.5,0.109375,4.571428571428571,13.5,1.0,60.46645
3,85,No,8,0,0,28.333333333333332,0.0,0.375,11.090354888959125,3.0,0.03529411764705882,28.333333333333332,3.0,2.0,50.499073
4,56,Yes,5,0,1,14.0,0.0,0.8,8.047189562170502,2.0,0.07142857142857142,14.0,3.5,2.0,46.79623
3,85,No,8,0,0,28.333333333333332,0.0,0.375,11.090354888959125,3.0,0.03529411764705882,28.333333333333332,3.0,2.0,50.499073
5,84,Yes,5,9,1,16.8,1.8,1.0,8.958797346140274,2.5,0.05952380952380952,6.0,13.5,1.6666666666666667,61.668476
4,93,Yes,7,1,1,23.25,0.25,0.5714285714285714,11.266065387038703,2.0,0.043010752688172046,18.6,4.5,2.8,56.765797
8,43,No,5,5,0,5.375,0.625,1.6,10.986122886681098,8.0,0.18604651162790697,3.3076923076923075,13.0,0.5555555555555556,57.826603
6,86,Yes,4,4,1,14.333333333333334,0.6666666666666666,1.5,7.783640596221253,3.0,0.06976744186046512,8.6,9.5,1.1428571428571428,59.654957
9,63,Yes,8,7,1,7.0,0.7777777777777778,1.125,18.420680743952367,4.5,0.14285714285714285,3.9375,15.5,1.6,71.03153
2,62,No,8,9,0,31.0,4.5,0.25,8.788898309344876,2.0,0.03225806451612903,5.636363636363637,11.0,2.6666666666666665,37.439102
8,70,No,8,5,0,8.75,0.625,1.0,17.577796618689757,8.0,0.11428571428571428,5.384615384615385,13.0,0.8888888888888888,69.44016
7,52,No,8,1,0,7.428571428571429,0.14285714285714285,0.875,16.635532333438686,7.0,0.1346153846153846,6.5,8.0,1.0,57.865276
3,46,Yes,9,9,1,15.333333333333334,3.0,0.3333333333333333,12.476649250079015,1.5,0.06521739130434782,3.8333333333333335,11.5,4.5,36.757572
1,83,Yes,6,9,1,83.0,9.0,0.16666666666666666,4.1588830833596715,0.5,0.012048192771084338,8.3,9.5,6.0,56.225544
9,67,Yes,6,7,1,7.444444444444445,0.7777777777777778,1.5,13.815510557964275,4.5,0.13432835820895522,4.1875,15.5,1.2,68.48889
9,57,No,8,3,0,6.333333333333333,0.3333333333333333,1.125,18.420680743952367,9.0,0.15789473684210525,4.75,12.0,0.8,70.78999
5,40,Yes,4,5,1,8.0,1.0,1.25,7.16703787691222,2.5,0.125,4.0,9.5,1.3333333333333333,48.81518
6,89,Yes,7,8,1,14.833333333333334,1.3333333333333333,0.8571428571428571,13.621371043387192,3.0,0.06741573033707865,6.357142857142857,13.5,2.0,65.69698
5,90,No,5,1,0,18.0,0.2,1.0,8.958797346140274,5.0,0.05555555555555555,15.0,6.0,0.8333333333333334,49.621376
7,72,No,4,3,0,10.285714285714286,0.42857142857142855,1.75,8.317766166719343,7.0,0.09722222222222222,7.2,10.0,0.5,52.797813
1,92,No,8,0,0,92.0,0.0,0.125,5.545177444479562,1.0,0.010869565217391304,92.0,1.0,4.0,90.6227
6,44,No,6,7,0,7.333333333333333,1.1666666666666667,1.0,11.675460894331879,6.0,0.13636363636363635,3.3846153846153846,13.0,0.8571428571428571,51.49398
9,79,No,6,5,0,8.777777777777779,0.5555555555555556,1.5,13.815510557964275,9.0,0.11392405063291139,5.642857142857143,14.0,0.6,70.23085
9,52,No,9,5,0,5.777777777777778,0.5555555555555556,1.0,20.723265836946414,9.0,0.17307692307692307,3.7142857142857144,14.0,0.9,74.950836
7,81,Yes,8,7,1,11.571428571428571,1.0,0.875,16.635532333438686,3.5,0.08641975308641975,5.785714285714286,13.5,2.0,67.4242
4,82,Yes,8,8,1,20.5,2.0,0.5,12.875503299472802,2.0,0.04878048780487805,6.833333333333333,11.5,3.2,56.80943
3,56,Yes,7,9,1,18.666666666666668,3.0,0.42857142857142855,9.704060527839234,1.5,0.05357142857142857,4.666666666666667,11.5,3.5,43.387844
7,74,No,9,1,0,10.571428571428571,0.14285714285714285,0.7777777777777778,18.71497387511852,7.0,0.0945945945945946,9.25,8.0,1.125,63.889683
3,74,Yes,4,1,1,24.666666666666668,0.3333333333333333,0.75,5.545177444479562,1.5,0.04054054054054054,18.5,3.5,2.0,53.022213
2,57,Yes,7,1,1,28.5,0.5,0.2857142857142857,7.690286020676767,1.0,0.03508771929824561,19.0,2.5,4.666666666666667,37.700752
